"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"EpiLC","GO:0022613","ribonucleoprotein complex biogenesis","157/4037","404/22893",2.44740702302017e-24,1.54969812697637e-20,1.13405112792998e-20,"ENSMUSG00000061024/ENSMUSG00000026020/ENSMUSG00000025962/ENSMUSG00000026234/ENSMUSG00000026377/ENSMUSG00000001674/ENSMUSG00000041879/ENSMUSG00000042699/ENSMUSG00000026473/ENSMUSG00000039224/ENSMUSG00000016181/ENSMUSG00000019814/ENSMUSG00000020075/ENSMUSG00000020180/ENSMUSG00000032977/ENSMUSG00000061032/ENSMUSG00000020211/ENSMUSG00000001785/ENSMUSG00000004356/ENSMUSG00000063334/ENSMUSG00000071072/ENSMUSG00000020430/ENSMUSG00000000581/ENSMUSG00000057113/ENSMUSG00000020409/ENSMUSG00000018921/ENSMUSG00000018446/ENSMUSG00000040463/ENSMUSG00000010554/ENSMUSG00000038335/ENSMUSG00000020692/ENSMUSG00000020677/ENSMUSG00000018697/ENSMUSG00000018405/ENSMUSG00000018379/ENSMUSG00000020706/ENSMUSG00000018433/ENSMUSG00000057322/ENSMUSG00000033909/ENSMUSG00000061458/ENSMUSG00000060499/ENSMUSG00000046791/ENSMUSG00000021270/ENSMUSG00000021607/ENSMUSG00000021645/ENSMUSG00000025290/ENSMUSG00000004561/ENSMUSG00000022204/ENSMUSG00000002319/ENSMUSG00000022009/ENSMUSG00000052253/ENSMUSG00000022300/ENSMUSG00000022313/ENSMUSG00000002524/ENSMUSG00000055065/ENSMUSG00000060036/ENSMUSG00000058655/ENSMUSG00000005846/ENSMUSG00000022682/ENSMUSG00000022672/ENSMUSG00000022724/ENSMUSG00000050312/ENSMUSG00000036983/ENSMUSG00000116564/ENSMUSG00000024188/ENSMUSG00000037805/ENSMUSG00000004865/ENSMUSG00000058392/ENSMUSG00000007050/ENSMUSG00000019432/ENSMUSG00000040140/ENSMUSG00000023944/ENSMUSG00000023971/ENSMUSG00000023988/ENSMUSG00000041057/ENSMUSG00000055760/ENSMUSG00000002477/ENSMUSG00000038299/ENSMUSG00000024735/ENSMUSG00000024991/ENSMUSG00000049950/ENSMUSG00000052406/ENSMUSG00000035772/ENSMUSG00000040549/ENSMUSG00000027405/ENSMUSG00000017999/ENSMUSG00000078784/ENSMUSG00000027810/ENSMUSG00000028069/ENSMUSG00000015748/ENSMUSG00000027905/ENSMUSG00000028134/ENSMUSG00000028010/ENSMUSG00000028187/ENSMUSG00000058006/ENSMUSG00000028322/ENSMUSG00000028495/ENSMUSG00000044303/ENSMUSG00000028869/ENSMUSG00000028676/ENSMUSG00000017264/ENSMUSG00000028948/ENSMUSG00000029066/ENSMUSG00000095567/ENSMUSG00000040464/ENSMUSG00000001569/ENSMUSG00000067367/ENSMUSG00000070697/ENSMUSG00000029415/ENSMUSG00000035266/ENSMUSG00000018974/ENSMUSG00000060152/ENSMUSG00000029480/ENSMUSG00000029430/ENSMUSG00000029439/ENSMUSG00000025337/ENSMUSG00000040731/ENSMUSG00000029715/ENSMUSG00000016503/ENSMUSG00000056305/ENSMUSG00000035125/ENSMUSG00000057278/ENSMUSG00000035378/ENSMUSG00000030138/ENSMUSG00000030224/ENSMUSG00000012848/ENSMUSG00000040952/ENSMUSG00000046865/ENSMUSG00000003423/ENSMUSG00000038646/ENSMUSG00000031446/ENSMUSG00000031578/ENSMUSG00000031527/ENSMUSG00000014907/ENSMUSG00000035559/ENSMUSG00000031683/ENSMUSG00000058355/ENSMUSG00000036779/ENSMUSG00000060098/ENSMUSG00000031917/ENSMUSG00000003848/ENSMUSG00000109941/ENSMUSG00000004100/ENSMUSG00000053289/ENSMUSG00000034218/ENSMUSG00000032288/ENSMUSG00000062309/ENSMUSG00000032297/ENSMUSG00000032215/ENSMUSG00000032409/ENSMUSG00000041506/ENSMUSG00000032518/ENSMUSG00000025794/ENSMUSG00000025785/ENSMUSG00000031403/ENSMUSG00000025266/ENSMUSG00000025264",157
"EpiLC","GO:0000280","nuclear division","162/4037","443/22893",7.71223627458891e-22,2.44169400453485e-18,1.78680337267055e-18,"ENSMUSG00000061024/ENSMUSG00000042807/ENSMUSG00000026039/ENSMUSG00000026211/ENSMUSG00000053333/ENSMUSG00000009907/ENSMUSG00000026341/ENSMUSG00000042708/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000026622/ENSMUSG00000019768/ENSMUSG00000019773/ENSMUSG00000019923/ENSMUSG00000020059/ENSMUSG00000020020/ENSMUSG00000020419/ENSMUSG00000057897/ENSMUSG00000035455/ENSMUSG00000069910/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000020541/ENSMUSG00000039055/ENSMUSG00000038615/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000025371/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000021245/ENSMUSG00000054003/ENSMUSG00000021395/ENSMUSG00000015937/ENSMUSG00000048904/ENSMUSG00000033102/ENSMUSG00000109561/ENSMUSG00000041431/ENSMUSG00000021758/ENSMUSG00000017485/ENSMUSG00000040651/ENSMUSG00000021835/ENSMUSG00000071470/ENSMUSG00000112858/ENSMUSG00000034190/ENSMUSG00000033644/ENSMUSG00000033589/ENSMUSG00000047911/ENSMUSG00000022018/ENSMUSG00000033186/ENSMUSG00000022070/ENSMUSG00000022064/ENSMUSG00000022248/ENSMUSG00000022422/ENSMUSG00000022369/ENSMUSG00000063704/ENSMUSG00000116165/ENSMUSG00000022429/ENSMUSG00000000489/ENSMUSG00000068117/ENSMUSG00000022432/ENSMUSG00000015365/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000022750/ENSMUSG00000022698/ENSMUSG00000043065/ENSMUSG00000023809/ENSMUSG00000116564/ENSMUSG00000002076/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000010592/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000052525/ENSMUSG00000005871/ENSMUSG00000024537/ENSMUSG00000024913/ENSMUSG00000071691/ENSMUSG00000024844/ENSMUSG00000024906/ENSMUSG00000024786/ENSMUSG00000050623/ENSMUSG00000024943/ENSMUSG00000024837/ENSMUSG00000026646/ENSMUSG00000086598/ENSMUSG00000040084/ENSMUSG00000027323/ENSMUSG00000027229/ENSMUSG00000027381/ENSMUSG00000014355/ENSMUSG00000051177/ENSMUSG00000027635/ENSMUSG00000017861/ENSMUSG00000008999/ENSMUSG00000005883/ENSMUSG00000060445/ENSMUSG00000027536/ENSMUSG00000069041/ENSMUSG00000033900/ENSMUSG00000033752/ENSMUSG00000041912/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000028017/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000078773/ENSMUSG00000039298/ENSMUSG00000032998/ENSMUSG00000028851/ENSMUSG00000036856/ENSMUSG00000073705/ENSMUSG00000018965/ENSMUSG00000015880/ENSMUSG00000035234/ENSMUSG00000043410/ENSMUSG00000029279/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000032959/ENSMUSG00000029472/ENSMUSG00000029430/ENSMUSG00000036928/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000009376/ENSMUSG00000004264/ENSMUSG00000030346/ENSMUSG00000085601/ENSMUSG00000066568/ENSMUSG00000030491/ENSMUSG00000025586/ENSMUSG00000066306/ENSMUSG00000000486/ENSMUSG00000025480/ENSMUSG00000048583/ENSMUSG00000037664/ENSMUSG00000005534/ENSMUSG00000038542/ENSMUSG00000038416/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031906/ENSMUSG00000050930/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000037286/ENSMUSG00000032534/ENSMUSG00000032478/ENSMUSG00000032498/ENSMUSG00000031328/ENSMUSG00000009670/ENSMUSG00000031229/ENSMUSG00000031242/ENSMUSG00000041133",162
"EpiLC","GO:1903046","meiotic cell cycle process","98/4037","220/22893",1.43109755364206e-20,2.26542742741538e-17,1.65781353450852e-17,"ENSMUSG00000026039/ENSMUSG00000026341/ENSMUSG00000042708/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000019773/ENSMUSG00000020059/ENSMUSG00000020419/ENSMUSG00000057897/ENSMUSG00000020413/ENSMUSG00000035455/ENSMUSG00000020390/ENSMUSG00000020380/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000059970/ENSMUSG00000021245/ENSMUSG00000041415/ENSMUSG00000054003/ENSMUSG00000076430/ENSMUSG00000021395/ENSMUSG00000109561/ENSMUSG00000021758/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000112858/ENSMUSG00000033644/ENSMUSG00000047911/ENSMUSG00000022248/ENSMUSG00000063704/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000015365/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000023809/ENSMUSG00000002076/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000010592/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000052525/ENSMUSG00000071691/ENSMUSG00000024906/ENSMUSG00000024922/ENSMUSG00000024786/ENSMUSG00000050623/ENSMUSG00000024837/ENSMUSG00000026646/ENSMUSG00000086598/ENSMUSG00000040084/ENSMUSG00000027323/ENSMUSG00000027229/ENSMUSG00000027381/ENSMUSG00000051177/ENSMUSG00000005883/ENSMUSG00000060445/ENSMUSG00000069041/ENSMUSG00000033752/ENSMUSG00000041912/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000078773/ENSMUSG00000032998/ENSMUSG00000036856/ENSMUSG00000073705/ENSMUSG00000043410/ENSMUSG00000029279/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000036928/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000030346/ENSMUSG00000085601/ENSMUSG00000030491/ENSMUSG00000025586/ENSMUSG00000000486/ENSMUSG00000025480/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000094985/ENSMUSG00000009670/ENSMUSG00000031229",98
"EpiLC","GO:0007059","chromosome segregation","121/4037","339/22893",9.839468225329e-16,5.19195940023193e-13,3.79941571297353e-13,"ENSMUSG00000061024/ENSMUSG00000042807/ENSMUSG00000026039/ENSMUSG00000053333/ENSMUSG00000009907/ENSMUSG00000026341/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000039224/ENSMUSG00000026622/ENSMUSG00000019773/ENSMUSG00000040021/ENSMUSG00000075266/ENSMUSG00000019923/ENSMUSG00000035351/ENSMUSG00000020059/ENSMUSG00000020020/ENSMUSG00000020419/ENSMUSG00000069910/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000025371/ENSMUSG00000039329/ENSMUSG00000020594/ENSMUSG00000020608/ENSMUSG00000021098/ENSMUSG00000021245/ENSMUSG00000015937/ENSMUSG00000109561/ENSMUSG00000041431/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000021965/ENSMUSG00000071350/ENSMUSG00000034190/ENSMUSG00000022064/ENSMUSG00000022422/ENSMUSG00000063704/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000022432/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000037991/ENSMUSG00000022750/ENSMUSG00000022698/ENSMUSG00000043065/ENSMUSG00000116564/ENSMUSG00000015120/ENSMUSG00000004865/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024293/ENSMUSG00000005871/ENSMUSG00000024537/ENSMUSG00000024844/ENSMUSG00000024906/ENSMUSG00000024786/ENSMUSG00000024943/ENSMUSG00000026857/ENSMUSG00000040084/ENSMUSG00000027229/ENSMUSG00000014355/ENSMUSG00000074698/ENSMUSG00000027635/ENSMUSG00000027654/ENSMUSG00000070544/ENSMUSG00000005883/ENSMUSG00000027536/ENSMUSG00000028066/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000039298/ENSMUSG00000028851/ENSMUSG00000073705/ENSMUSG00000015880/ENSMUSG00000035234/ENSMUSG00000043410/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000029472/ENSMUSG00000029430/ENSMUSG00000036928/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000029920/ENSMUSG00000030105/ENSMUSG00000030254/ENSMUSG00000004264/ENSMUSG00000025586/ENSMUSG00000066306/ENSMUSG00000000486/ENSMUSG00000025480/ENSMUSG00000038542/ENSMUSG00000038416/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000031879/ENSMUSG00000050930/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000032381/ENSMUSG00000043289/ENSMUSG00000037286/ENSMUSG00000032534/ENSMUSG00000035032/ENSMUSG00000032498/ENSMUSG00000006932/ENSMUSG00000009670/ENSMUSG00000031229/ENSMUSG00000031242/ENSMUSG00000041133",121
"EpiLC","GO:0034470","ncRNA processing","134/4037","393/22893",1.93257198893847e-15,8.74074702425597e-13,6.39637736489257e-13,"ENSMUSG00000061024/ENSMUSG00000048495/ENSMUSG00000026234/ENSMUSG00000026374/ENSMUSG00000026377/ENSMUSG00000001674/ENSMUSG00000037461/ENSMUSG00000016181/ENSMUSG00000019768/ENSMUSG00000063804/ENSMUSG00000020075/ENSMUSG00000032977/ENSMUSG00000061032/ENSMUSG00000001785/ENSMUSG00000001783/ENSMUSG00000004356/ENSMUSG00000063334/ENSMUSG00000006732/ENSMUSG00000020430/ENSMUSG00000020122/ENSMUSG00000000581/ENSMUSG00000057113/ENSMUSG00000011254/ENSMUSG00000018501/ENSMUSG00000020549/ENSMUSG00000018921/ENSMUSG00000010554/ENSMUSG00000038335/ENSMUSG00000020677/ENSMUSG00000018405/ENSMUSG00000020706/ENSMUSG00000018433/ENSMUSG00000020781/ENSMUSG00000033909/ENSMUSG00000020594/ENSMUSG00000061458/ENSMUSG00000098134/ENSMUSG00000041415/ENSMUSG00000060950/ENSMUSG00000021550/ENSMUSG00000021611/ENSMUSG00000023156/ENSMUSG00000025290/ENSMUSG00000021835/ENSMUSG00000022204/ENSMUSG00000022300/ENSMUSG00000022313/ENSMUSG00000037085/ENSMUSG00000055065/ENSMUSG00000037525/ENSMUSG00000023051/ENSMUSG00000037965/ENSMUSG00000005846/ENSMUSG00000022672/ENSMUSG00000022704/ENSMUSG00000044763/ENSMUSG00000050312/ENSMUSG00000036983/ENSMUSG00000116564/ENSMUSG00000037805/ENSMUSG00000024037/ENSMUSG00000058392/ENSMUSG00000023971/ENSMUSG00000023988/ENSMUSG00000041057/ENSMUSG00000024251/ENSMUSG00000038299/ENSMUSG00000024505/ENSMUSG00000049950/ENSMUSG00000047909/ENSMUSG00000052406/ENSMUSG00000002731/ENSMUSG00000074890/ENSMUSG00000023330/ENSMUSG00000017999/ENSMUSG00000074576/ENSMUSG00000038628/ENSMUSG00000045662/ENSMUSG00000028010/ENSMUSG00000004127/ENSMUSG00000028187/ENSMUSG00000058006/ENSMUSG00000028322/ENSMUSG00000028331/ENSMUSG00000028495/ENSMUSG00000044303/ENSMUSG00000034610/ENSMUSG00000028653/ENSMUSG00000050213/ENSMUSG00000042677/ENSMUSG00000017264/ENSMUSG00000028948/ENSMUSG00000067367/ENSMUSG00000070697/ENSMUSG00000035266/ENSMUSG00000029507/ENSMUSG00000060152/ENSMUSG00000029480/ENSMUSG00000025337/ENSMUSG00000037364/ENSMUSG00000029715/ENSMUSG00000054226/ENSMUSG00000035378/ENSMUSG00000013736/ENSMUSG00000030138/ENSMUSG00000035585/ENSMUSG00000040952/ENSMUSG00000046865/ENSMUSG00000003423/ENSMUSG00000030942/ENSMUSG00000031578/ENSMUSG00000031527/ENSMUSG00000014907/ENSMUSG00000031864/ENSMUSG00000031683/ENSMUSG00000036779/ENSMUSG00000003848/ENSMUSG00000109941/ENSMUSG00000056820/ENSMUSG00000090290/ENSMUSG00000004100/ENSMUSG00000032103/ENSMUSG00000053289/ENSMUSG00000032288/ENSMUSG00000062309/ENSMUSG00000059183/ENSMUSG00000032342/ENSMUSG00000041506/ENSMUSG00000019039/ENSMUSG00000054836/ENSMUSG00000025794/ENSMUSG00000025785/ENSMUSG00000031403/ENSMUSG00000025264",134
"EpiLC","GO:0032259","methylation","127/4037","373/22893",1.18283336898223e-14,4.99313392826364e-12,3.6539175370244e-12,"ENSMUSG00000010453/ENSMUSG00000027520/ENSMUSG00000025956/ENSMUSG00000060985/ENSMUSG00000026694/ENSMUSG00000040629/ENSMUSG00000026526/ENSMUSG00000026496/ENSMUSG00000026603/ENSMUSG00000019795/ENSMUSG00000019982/ENSMUSG00000019777/ENSMUSG00000045555/ENSMUSG00000020063/ENSMUSG00000020180/ENSMUSG00000001785/ENSMUSG00000035529/ENSMUSG00000036009/ENSMUSG00000006732/ENSMUSG00000036819/ENSMUSG00000043648/ENSMUSG00000000301/ENSMUSG00000010554/ENSMUSG00000018809/ENSMUSG00000017548/ENSMUSG00000018405/ENSMUSG00000038216/ENSMUSG00000020706/ENSMUSG00000090266/ENSMUSG00000020659/ENSMUSG00000049882/ENSMUSG00000060950/ENSMUSG00000054003/ENSMUSG00000021488/ENSMUSG00000015937/ENSMUSG00000034617/ENSMUSG00000021758/ENSMUSG00000021773/ENSMUSG00000004561/ENSMUSG00000071350/ENSMUSG00000033644/ENSMUSG00000037085/ENSMUSG00000015365/ENSMUSG00000037525/ENSMUSG00000022521/ENSMUSG00000022544/ENSMUSG00000039345/ENSMUSG00000022721/ENSMUSG00000022812/ENSMUSG00000044763/ENSMUSG00000050312/ENSMUSG00000044442/ENSMUSG00000022974/ENSMUSG00000022948/ENSMUSG00000036983/ENSMUSG00000060475/ENSMUSG00000024037/ENSMUSG00000013787/ENSMUSG00000036036/ENSMUSG00000023994/ENSMUSG00000002017/ENSMUSG00000024251/ENSMUSG00000024384/ENSMUSG00000024515/ENSMUSG00000045098/ENSMUSG00000071646/ENSMUSG00000025081/ENSMUSG00000026646/ENSMUSG00000026917/ENSMUSG00000026857/ENSMUSG00000041975/ENSMUSG00000075028/ENSMUSG00000016458/ENSMUSG00000074890/ENSMUSG00000038116/ENSMUSG00000070495/ENSMUSG00000086537/ENSMUSG00000027523/ENSMUSG00000041912/ENSMUSG00000048109/ENSMUSG00000045662/ENSMUSG00000049300/ENSMUSG00000004127/ENSMUSG00000028233/ENSMUSG00000040720/ENSMUSG00000014030/ENSMUSG00000028331/ENSMUSG00000028397/ENSMUSG00000062937/ENSMUSG00000032897/ENSMUSG00000039410/ENSMUSG00000002221/ENSMUSG00000025747/ENSMUSG00000057406/ENSMUSG00000029111/ENSMUSG00000029673/ENSMUSG00000040013/ENSMUSG00000029726/ENSMUSG00000029687/ENSMUSG00000029913/ENSMUSG00000053470/ENSMUSG00000030213/ENSMUSG00000058638/ENSMUSG00000005566/ENSMUSG00000046865/ENSMUSG00000030491/ENSMUSG00000003423/ENSMUSG00000030505/ENSMUSG00000038646/ENSMUSG00000030704/ENSMUSG00000031458/ENSMUSG00000054823/ENSMUSG00000009628/ENSMUSG00000037134/ENSMUSG00000031671/ENSMUSG00000060098/ENSMUSG00000046441/ENSMUSG00000090290/ENSMUSG00000004099/ENSMUSG00000032178/ENSMUSG00000032187/ENSMUSG00000032342/ENSMUSG00000020257/ENSMUSG00000019039/ENSMUSG00000006932/ENSMUSG00000073294/ENSMUSG00000031229",127
"EpiLC","GO:0098813","nuclear chromosome segregation","101/4037","276/22893",3.7469119825944e-14,1.48284041711173e-11,1.08512543074872e-11,"ENSMUSG00000061024/ENSMUSG00000042807/ENSMUSG00000026039/ENSMUSG00000053333/ENSMUSG00000009907/ENSMUSG00000026341/ENSMUSG00000040629/ENSMUSG00000028354/ENSMUSG00000026622/ENSMUSG00000019773/ENSMUSG00000040021/ENSMUSG00000019923/ENSMUSG00000020059/ENSMUSG00000020020/ENSMUSG00000020419/ENSMUSG00000069910/ENSMUSG00000020390/ENSMUSG00000050107/ENSMUSG00000039055/ENSMUSG00000019303/ENSMUSG00000051455/ENSMUSG00000025371/ENSMUSG00000039329/ENSMUSG00000021098/ENSMUSG00000021245/ENSMUSG00000015937/ENSMUSG00000109561/ENSMUSG00000041431/ENSMUSG00000017485/ENSMUSG00000071470/ENSMUSG00000034190/ENSMUSG00000022064/ENSMUSG00000022422/ENSMUSG00000063704/ENSMUSG00000022429/ENSMUSG00000068117/ENSMUSG00000022432/ENSMUSG00000078938/ENSMUSG00000058290/ENSMUSG00000037991/ENSMUSG00000022750/ENSMUSG00000022698/ENSMUSG00000043065/ENSMUSG00000116564/ENSMUSG00000013787/ENSMUSG00000024392/ENSMUSG00000023940/ENSMUSG00000024056/ENSMUSG00000024293/ENSMUSG00000005871/ENSMUSG00000024537/ENSMUSG00000024906/ENSMUSG00000024786/ENSMUSG00000024943/ENSMUSG00000040084/ENSMUSG00000027229/ENSMUSG00000014355/ENSMUSG00000027635/ENSMUSG00000027654/ENSMUSG00000005883/ENSMUSG00000027536/ENSMUSG00000028109/ENSMUSG00000027855/ENSMUSG00000005493/ENSMUSG00000028212/ENSMUSG00000039298/ENSMUSG00000028851/ENSMUSG00000073705/ENSMUSG00000015880/ENSMUSG00000035234/ENSMUSG00000043410/ENSMUSG00000089798/ENSMUSG00000055385/ENSMUSG00000029472/ENSMUSG00000029430/ENSMUSG00000036928/ENSMUSG00000036817/ENSMUSG00000041147/ENSMUSG00000004264/ENSMUSG00000025586/ENSMUSG00000066306/ENSMUSG00000000486/ENSMUSG00000025480/ENSMUSG00000038542/ENSMUSG00000038416/ENSMUSG00000009628/ENSMUSG00000003824/ENSMUSG00000052616/ENSMUSG00000050930/ENSMUSG00000031928/ENSMUSG00000032065/ENSMUSG00000034218/ENSMUSG00000043289/ENSMUSG00000037286/ENSMUSG00000032534/ENSMUSG00000032498/ENSMUSG00000006932/ENSMUSG00000009670/ENSMUSG00000031229/ENSMUSG00000031242/ENSMUSG00000041133",101
"EpiLC","GO:0045786","negative regulation of cell cycle","124/4037","371/22893",1.10957477733678e-13,3.90323749449806e-11,2.85634395896872e-11,"ENSMUSG00000026107/ENSMUSG00000026176/ENSMUSG00000026241/ENSMUSG00000057329/ENSMUSG00000004031/ENSMUSG00000026694/ENSMUSG00000037461/ENSMUSG00000026622/ENSMUSG00000019768/ENSMUSG00000019773/ENSMUSG00000040021/ENSMUSG00000055493/ENSMUSG00000019850/ENSMUSG00000036875/ENSMUSG00000020063/ENSMUSG00000019923/ENSMUSG00000020038/ENSMUSG00000001786/ENSMUSG00000020020/ENSMUSG00000045867/ENSMUSG00000020185/ENSMUSG00000056758/ENSMUSG00000025374/ENSMUSG00000034274/ENSMUSG00000020413/ENSMUSG00000016984/ENSMUSG00000057113/ENSMUSG00000069910/ENSMUSG00000050107/ENSMUSG00000020692/ENSMUSG00000020541/ENSMUSG00000039055/ENSMUSG00000051455/ENSMUSG00000054364/ENSMUSG00000044548/ENSMUSG00000006715/ENSMUSG00000076430/ENSMUSG00000015937/ENSMUSG00000052957/ENSMUSG00000041431/ENSMUSG00000054051/ENSMUSG00000021835/ENSMUSG00000021932/ENSMUSG00000007989/ENSMUSG00000022043/ENSMUSG00000022061/ENSMUSG00000022018/ENSMUSG00000022248/ENSMUSG00000022369/ENSMUSG00000015365/ENSMUSG00000005718/ENSMUSG00000022503/ENSMUSG00000022672/ENSMUSG00000022750/ENSMUSG00000022863/ENSMUSG00000023809/ENSMUSG00000053436/ENSMUSG00000019432/ENSMUSG00000045409/ENSMUSG00000024056/ENSMUSG00000045817/ENSMUSG00000024151/ENSMUSG00000024283/ENSMUSG00000005871/ENSMUSG00000034653/ENSMUSG00000024537/ENSMUSG00000024906/ENSMUSG00000024922/ENSMUSG00000024735/ENSMUSG00000074922/ENSMUSG00000024837/ENSMUSG00000024986/ENSMUSG00000026883/ENSMUSG00000017412/ENSMUSG00000003604/ENSMUSG00000040084/ENSMUSG00000027358/ENSMUSG00000027641/ENSMUSG00000008999/ENSMUSG00000027510/ENSMUSG00000027536/ENSMUSG00000074637/ENSMUSG00000050174/ENSMUSG00000028109/ENSMUSG00000028224/ENSMUSG00000003032/ENSMUSG00000039298/ENSMUSG00000028495/ENSMUSG00000044303/ENSMUSG00000028884/ENSMUSG00000046694/ENSMUSG00000040274/ENSMUSG00000029207/ENSMUSG00000029238/ENSMUSG00000035234/ENSMUSG00000034462/ENSMUSG00000038569/ENSMUSG00000095789/ENSMUSG00000045482/ENSMUSG00000007812/ENSMUSG00000029863/ENSMUSG00000029687/ENSMUSG00000034957/ENSMUSG00000046179/ENSMUSG00000046591/ENSMUSG00000030528/ENSMUSG00000031027/ENSMUSG00000059263/ENSMUSG00000048787/ENSMUSG00000059981/ENSMUSG00000037664/ENSMUSG00000038542/ENSMUSG00000031446/ENSMUSG00000031928/ENSMUSG00000032035/ENSMUSG00000032267/ENSMUSG00000034218/ENSMUSG00000032397/ENSMUSG00000032409/ENSMUSG00000035032/ENSMUSG00000032478/ENSMUSG00000047409/ENSMUSG00000006932/ENSMUSG00000031229",124
