"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000000244",17.5145381019637,-0.571081966948358,0.732672753665266,0.011924136547501,0.0754504727616327
"ENSMUSG00000000247",25.9336560863205,0.00636141144786371,0.183008549900762,0.929624853871156,0.988234322853744
"ENSMUSG00000000248",0.163971241941674,-0.0139317317895944,0.570374812813696,0.774086150834734,NA
"ENSMUSG00000000253",104.943027159095,-0.34709722166464,0.253844292998301,0.00857458490236722,0.0582077275422692
"ENSMUSG00000000263",2.68451773496176,-0.0501965148550845,0.319663946721655,0.544951200299612,0.810442517987391
"ENSMUSG00000000266",10.810173399133,0.121302790866972,0.24850880276513,0.18674315314352,0.478653544303055
"ENSMUSG00000000275",1633.7089906736,0.74032781086127,0.216492484965324,1.21938321868221e-05,0.000236726459808532
"ENSMUSG00000000276",406.99291896263,-0.0598016187322976,0.167805638763287,0.418870453349172,0.716275923324664
"ENSMUSG00000000278",2878.39138994331,0.0341937493093311,0.103950119898658,0.555083776380272,0.818314555504116
"ENSMUSG00000000282",1022.82982559003,-0.00901113925154575,0.133679177385838,0.890548157940421,0.974045416307284
"ENSMUSG00000000290",16.5174169117667,-0.355048190751652,0.368829403552738,0.0184313515987663,0.104008883942995
"ENSMUSG00000000295",572.111105558366,-0.00913940000964322,0.0729669051173297,0.838372088591987,0.953140565050873
"ENSMUSG00000000296",435.914966080351,-0.0912617799365366,0.120895024002079,0.17078979061428,0.456166239606197
"ENSMUSG00000000301",67.7007217707382,0.2149370930784,0.241405315231657,0.0466613714566276,0.200577602418806
"ENSMUSG00000000303",20829.1037746407,-0.132943030412683,0.117236755685354,0.0569959887113105,0.229854390100125
"ENSMUSG00000000305",187.702096561435,-0.119944293070103,0.217520952579019,0.175263530111718,0.462166490145245
"ENSMUSG00000000308",519.312566246387,-0.289849201540522,0.138521316248814,0.00277655933505475,0.0244203112178832
"ENSMUSG00000000317",258.066786021648,0.0497442812019063,0.183781856696894,0.506154722092611,0.784646640223418
"ENSMUSG00000000318",0.343000822940538,-0.0103238793360591,0.541729123164609,0.851344440584794,NA
"ENSMUSG00000000320",81.6064577476303,-0.400896729487504,0.21619951707808,0.0023755945082714,0.0216690359924236
"ENSMUSG00000000325",986.096056574447,-0.241911779297561,0.16654501011994,0.0141107356708152,0.0850379880275061
"ENSMUSG00000000326",550.563170389718,0.262720875355778,0.135456952817379,0.00458945091215544,0.0363642794675458
"ENSMUSG00000000339",1463.45638528938,-0.0260025665609834,0.0697628058826731,0.543981494761166,0.809886308847191
"ENSMUSG00000000340",1267.55450571632,0.0799516081565298,0.0956444078713713,0.155169202944688,0.430403038802572
"ENSMUSG00000000346",1732.4340042765,0.00941130834286143,0.0795789126530218,0.844413319567143,0.956105859842457
"ENSMUSG00000000355",388.926111414229,0.0174208535681636,0.0740114355561344,0.699898070626605,0.889045049537709
"ENSMUSG00000000359",7.87302762969341,0.117768594895299,0.323455438743237,0.222733502783578,0.52722113985622
"ENSMUSG00000000365",1850.66863711295,0.116531542781297,0.122679898350362,0.0946721436201156,0.318260235287725
"ENSMUSG00000000374",615.528619337427,0.0371246621343023,0.0843742357598267,0.456743123409095,0.7488009080823
"ENSMUSG00000000378",485.024753663113,0.0508521095785021,0.111390466706588,0.404196691006995,0.704380338975947
"ENSMUSG00000000381",0.131808834371778,-0.00718863114156974,0.56771647275303,0.881543082872947,NA
"ENSMUSG00000000384",2763.63141840155,-0.0173162352117395,0.0652678710413716,0.670637017024697,0.874005803632054
"ENSMUSG00000000385",51.661366552035,2.18664989125664,0.541384813883264,9.47474501551449e-07,2.42720812448169e-05
"ENSMUSG00000000386",1.5671124280851,0.1329891829148,0.439283065539883,0.191097786492859,NA
"ENSMUSG00000000392",0.0330724745321121,0,0.566592002718159,1,NA
"ENSMUSG00000000394",0.0377467797879169,0,0.566592002718159,1,NA
"ENSMUSG00000000399",2339.99237847012,0.0512836687339016,0.0659643173966823,0.207829961908434,0.507472564054043
"ENSMUSG00000000402",28.6886725597373,0.57542049068801,0.462268126025664,0.00511921523140205,0.039585804809708
"ENSMUSG00000000409",476.320511451045,0.357539579043517,0.161813735454264,0.00138579500004525,0.0138833644782934
"ENSMUSG00000000411",1.60994431931556,0.151976387914851,0.4932929309278,0.152320461788732,NA
"ENSMUSG00000000416",57.4809881163334,-0.107912983340422,0.203035796311382,0.203511165318156,0.502164438788814
"ENSMUSG00000000420",1967.31765944969,0.045522802957503,0.0813330713843002,0.347215861761364,0.656174716459418
"ENSMUSG00000000435",10.003282499296,0.0474227134447135,0.234046173357404,0.548555726721291,0.813536482240741
"ENSMUSG00000000439",1195.92264549825,0.0243838794551209,0.0890431690949712,0.639378074054665,0.856248498764661
"ENSMUSG00000000440",0.479031271039614,0.00416028254859111,0.460700076804275,0.950876113493789,NA
"ENSMUSG00000000441",3138.07512173063,-0.0542319362048497,0.0582963807378791,0.141241616948147,0.408358958968282
"ENSMUSG00000000486",1407.86466939234,-0.0107353437370136,0.145845510134397,0.873892642635362,0.967991953867383
"ENSMUSG00000000489",108.539114755045,-0.0205997916209684,0.143086138559096,0.760137487831534,0.918262645224082
"ENSMUSG00000000530",6.50930159912513,0.0683175516930803,0.290741290946309,0.423304126336112,0.719756091001727
"ENSMUSG00000000531",274.954253820665,0.0809926895390745,0.153540987526293,0.273736128186878,0.585904951776572
"ENSMUSG00000000532",785.121893105806,0.0404047928371283,0.0926915037104084,0.450874083259233,0.744741283502106
"ENSMUSG00000000538",212.341387834395,-0.0156776147092436,0.0869884810438229,0.759488642579487,0.918206108723467
"ENSMUSG00000000544",550.50075518907,-0.381084506507871,0.448462380274175,0.0206644159360371,0.112484455619527
"ENSMUSG00000000552",377.483487638582,-0.0234388614645896,0.141144508046604,0.727435788831876,0.90306076869172
"ENSMUSG00000000555",691.377446253153,-0.0985883003986493,0.15765525741035,0.19930316324704,0.496428393343997
"ENSMUSG00000000560",2.39474580323736,-0.537058176502038,0.952365508298583,0.0143834746557084,0.0863447535345424
"ENSMUSG00000000561",3898.8042952083,-0.0129555101966316,0.0578494447243952,0.724910653046593,0.901853592079591
"ENSMUSG00000000562",0,0,0.661861670476434,NA,NA
"ENSMUSG00000000563",7759.73886777213,0.047192879077542,0.0839053307636162,0.342033551177603,0.652016829235194
"ENSMUSG00000000567",15.6771024301892,0.0636870986502177,0.256799483502055,0.441529686588311,0.735733165264
"ENSMUSG00000000568",19184.4826666814,-0.0543536254925494,0.12388368079035,0.402852333927185,0.702844316964438
"ENSMUSG00000000579",370.969157311128,-1.18540121422226,0.153019799258724,9.10695084724167e-16,8.17795869232213e-14
"ENSMUSG00000000581",689.750096107486,0.0157687974172541,0.0663226671092366,0.702689436119393,0.890059398074569
"ENSMUSG00000000594",482.531177845663,-0.0874270396895077,0.162027766039312,0.251615365650369,0.562214285364746
"ENSMUSG00000000600",1350.23244958093,-0.0302494396641311,0.0606698506747652,0.424241292289931,0.720473889694186
"ENSMUSG00000000605",453.231753043951,5.95905373759344e-05,0.0742689159367257,0.998954843446024,1
"ENSMUSG00000000606",0.0376082572396973,0,0.566592002718159,1,NA
"ENSMUSG00000000617",177.194776641158,0.188522151846146,0.358518296030072,0.0998317147686253,0.329411158161038
"ENSMUSG00000000627",35.9701115510389,0.0384134539828837,0.193672926575413,0.607252801035606,0.840751705336515
"ENSMUSG00000000628",6916.06593183107,-0.0516344574482089,0.0908576281350629,0.3291730324646,0.639460528759652
"ENSMUSG00000000631",987.554192311315,-0.0365121871630898,0.0982740783030561,0.513210871036912,0.789302024697889
"ENSMUSG00000000632",50.1231974410797,-0.961925820095572,0.610538427010221,0.00133587488257498,0.0134791970701716
"ENSMUSG00000000673",2.94488050142681,-0.0355843587787132,0.301512523391169,0.659585533288437,0.867710823309279
"ENSMUSG00000000682",0.614910585654549,0.0245435710602574,0.444803799937622,0.730438466603555,NA
"ENSMUSG00000000686",7.42582359527258,0.0479160963602666,0.244786146482788,0.548545922764258,0.813536482240741
"ENSMUSG00000000690",0.415462253253822,0.00832380375548673,0.553166547650052,0.873362113142508,NA
"ENSMUSG00000000693",77.4322509316311,-0.75970169996089,0.254422429539301,5.00475239338144e-05,0.000832685791609471
"ENSMUSG00000000701",0,0,0.661861670476434,NA,NA
"ENSMUSG00000000706",4.85687999442501,0.0992226180470446,0.319405937376791,0.283003696790218,0.596713916701665
"ENSMUSG00000000708",912.685988547899,0.0447586512821738,0.0874231000392019,0.382838636767439,0.687194393234604
"ENSMUSG00000000711",1349.60678949233,0.0979407626855884,0.0996940298572707,0.0994194951306005,0.328326413306195
"ENSMUSG00000000724",0.211820410888302,-0.00718863114156974,0.56771647275303,0.881543082872947,NA
"ENSMUSG00000000730",1808.76315196623,2.2755925710849,0.340109218949903,6.12417358813556e-13,4.11051186977044e-11
"ENSMUSG00000000731",267.588477838417,0.16998706882971,0.365112627707212,0.124491475700761,0.378634296494149
"ENSMUSG00000000732",208.146655986363,0.0705706008196127,0.119678577523476,0.275253492131263,0.58761780028804
"ENSMUSG00000000738",1627.57876946469,-0.151044681015713,0.14635263997521,0.0617731866807304,0.24335566691972
"ENSMUSG00000000739",19.203870187122,-0.0372842488932318,0.208995898043181,0.623812307925302,0.850165824508592
"ENSMUSG00000000740",52499.8421807259,-0.137251197503979,0.110927166375077,0.0441764937728011,0.193793202439417
"ENSMUSG00000000743",2116.14995400427,-0.0579174152751076,0.0939681554792438,0.287283812899776,0.600523327432716
"ENSMUSG00000000751",5622.84748985406,-0.0790844382452406,0.0698639347640197,0.0757672163213362,0.276239910303188
"ENSMUSG00000000753",263.416524645027,0.425218242686671,0.32401263552211,0.00680209892675864,0.0488974535500064
"ENSMUSG00000000759",2240.567013828,-0.345477433049582,0.146170169399527,0.00104972220687924,0.0110553547816333
"ENSMUSG00000000766",2.72189285291413,-0.140329023180015,0.444998848716135,0.176589125685275,0.464402480038327
"ENSMUSG00000000776",1753.10275646762,-0.280487753572846,0.179679937858849,0.00879183491632281,0.059358533280641
"ENSMUSG00000000782",1053.24977080485,0.312529704273433,0.147863827259303,0.00228829745606843,0.0210288120425429
"ENSMUSG00000000787",28940.045468199,0.0236156661754577,0.0814866065214051,0.627575736564733,0.851260027412641
"ENSMUSG00000000791",53.299812959116,-0.0408396669887438,0.165489604886764,0.569985779775912,0.825819668705236
"ENSMUSG00000000792",869.219887810124,-0.239041520304145,0.245790296900237,0.0341704197314648,0.161848621011317
"ENSMUSG00000000794",12.4385926423679,0.11470108066938,0.256886042707577,0.209576701536253,0.510027894123494
"ENSMUSG00000000804",1156.50901539506,0.159391476122385,0.0994206830706252,0.0172736168296415,0.0987795721348443
"ENSMUSG00000000805",2313.72360741011,0.845497639552983,0.280422345952965,4.61975864497341e-05,0.00077651430352177
"ENSMUSG00000000811",309.741761555083,-0.0682451408438047,0.115629413740187,0.280328471252844,0.593427310619852
"ENSMUSG00000000817",0.579025158085492,-0.000706796278572552,0.453498216875202,0.991743648117043,NA
"ENSMUSG00000000823",1157.09088531145,-0.0259293878673031,0.106324069897783,0.658353263738848,0.866959641401378
"ENSMUSG00000000826",2263.22786282062,0.16905087059097,0.0847871009372535,0.00680144052075128,0.0488974535500064
"ENSMUSG00000000827",2595.61731405439,0.330291835466827,0.0998961563930913,8.83561422384932e-05,0.0013585706749509
"ENSMUSG00000000838",3276.4999615438,0.0412241722424475,0.0600341800034593,0.270183569637027,0.582093567875572
"ENSMUSG00000000861",308.867729176293,-1.01303674151294,0.297120277320429,1.51465997907197e-05,0.000286416376427206
"ENSMUSG00000000869",0,0,0.661861670476434,NA,NA
"ENSMUSG00000000876",191.160338983894,0.178730886615229,0.166334738319644,0.0457601312218188,0.198219986918125
"ENSMUSG00000000881",1141.70929699937,-0.0440702975262329,0.0706414954189258,0.305919452715578,0.619207171484838
"ENSMUSG00000000884",249.409661344028,-0.0968775376775914,0.119761812287319,0.146718734050478,0.418260948553608
"ENSMUSG00000000889",0.0364330357729237,0,0.566592002718159,1,NA
"ENSMUSG00000000901",416.57617912947,-0.0534889587173628,0.116311055565196,0.393466649505562,0.69619194062255
"ENSMUSG00000000902",1916.36571266954,-0.00124364583173438,0.0731728151911312,0.977931835331193,1
"ENSMUSG00000000903",4.05354432447754,-0.0287501912161771,0.262847697854906,0.715856586538724,0.89731886231567
"ENSMUSG00000000915",787.893519842106,0.232266921086103,0.154738846426101,0.0137323779771946,0.083480972271873
"ENSMUSG00000000916",676.305956589686,0.0403486370837607,0.0788830292358524,0.393018077720221,0.69571932139959
"ENSMUSG00000000934",374.271330144999,0.0172880925157117,0.0938200031497103,0.748932931160202,0.913603736891696
"ENSMUSG00000000938",2.7733504464318,0,0.425654127484399,1,1
"ENSMUSG00000000942",2.09205961095918,0,0.37727997641568,1,1
"ENSMUSG00000000948",1215.32156562631,0.13059875891029,0.164993517798023,0.112965738315909,0.356651823682882
"ENSMUSG00000000957",773.363605257367,-0.136412543047111,0.225518138647926,0.139059272285635,0.405326759859094
"ENSMUSG00000000958",2839.04186532821,-0.558054064222103,0.191027288867548,7.81725675001299e-05,0.00121817885297746
"ENSMUSG00000000959",2100.75788626871,-0.0717808029504369,0.0963223991861081,0.200066784918209,0.497410036940772
"ENSMUSG00000000976",947.983665185649,-0.0583301640665324,0.0792471678820245,0.220794809841828,0.524667802120516
"ENSMUSG00000000982",0.0365828455173597,0,0.566592002718159,1,NA
"ENSMUSG00000000983",0,0,0.661861670476434,NA,NA
"ENSMUSG00000001014",27.2673731753176,-0.076956755793543,0.188124334926247,0.327323414607323,0.638391669735176
"ENSMUSG00000001016",5083.6597064235,-0.00757109427792286,0.0431589908495047,0.791299525259135,0.934092625426464
"ENSMUSG00000001017",5449.63483250306,-0.0104221317117442,0.0442439398113272,0.720846802783557,0.900172103627358
"ENSMUSG00000001018",654.256438778818,0.204768012583723,0.144474433753762,0.0195777184487716,0.108150396352119
"ENSMUSG00000001020",2.21445004765882,-0.0586731497505193,0.403266676033506,0.472839913510141,0.761079533400756
"ENSMUSG00000001021",6.27010651359659,-0.0117164083918775,0.215155638505613,0.875829264809972,0.968459843787063
"ENSMUSG00000001023",0,0,0.661861670476434,NA,NA
"ENSMUSG00000001025",268.059747303112,0.11347298974763,0.219774799421843,0.195426881536534,0.491205904197835
"ENSMUSG00000001027",2.33712637983467,0.331556467869889,0.793529657919274,0.036122241731884,0.168216908808722
"ENSMUSG00000001029",1.85760395420034,0.0329984146162303,0.411370207363192,0.662738161683708,NA
"ENSMUSG00000001034",1268.11737937872,0.0377522964927723,0.0941213287186911,0.485898805237238,0.770185049068712
"ENSMUSG00000001036",1817.5080353349,-0.0653564672098037,0.0788492998526298,0.171103609779573,0.45657036498305
"ENSMUSG00000001039",396.507377808769,0.037299088700133,0.0783200741282768,0.427275332707522,0.723374988374551
"ENSMUSG00000001052",1186.95777617607,-0.0512990472076187,0.113029570326031,0.404423100509315,0.704587588112703
"ENSMUSG00000001053",658.103737641344,-0.0448826446534348,0.0985625984196136,0.423402343979469,0.719790175685325
"ENSMUSG00000001054",572.090266655907,0.149065331254179,0.148849700680747,0.0665151955155392,0.254279283153463
"ENSMUSG00000001056",7292.60998375262,0.101559315616756,0.110834980684503,0.112912737805198,0.356598988546174
"ENSMUSG00000001062",173.485551809994,-0.0876798565816686,0.143158128959783,0.226658459313999,0.531917095569105
"ENSMUSG00000001065",482.908323426916,-0.168835182472148,0.168933146424013,0.0567158359535564,0.229155586749359
"ENSMUSG00000001076",6.57560583697436,-0.297226627962684,0.529138094872092,0.0471552225276551,0.201774283339614
"ENSMUSG00000001082",1644.38228429924,0.0552572587645054,0.0809028064097726,0.25312649029352,0.56403913591027
"ENSMUSG00000001089",2799.03079938523,-0.0767597050081845,0.0893992222142358,0.149957627025962,0.422562930662353
"ENSMUSG00000001095",2.8170655866587,-0.0320983798249331,0.423669409280906,0.666445107711113,0.871776191816833
"ENSMUSG00000001098",1395.90828714282,0.00689568549186191,0.0436138593727002,0.811327559734779,0.942513611885434
"ENSMUSG00000001100",2301.86099750385,0.12114076069265,0.0838647809744277,0.0296704592607084,0.14605738468613
"ENSMUSG00000001103",0.754680024166467,-0.0249299923562309,0.451885229890611,0.723899903340715,NA
"ENSMUSG00000001105",398.737762163459,0.175134069429374,0.13058511215574,0.0278974151186266,0.140242987147983
"ENSMUSG00000001119",19.9155923660526,0.0428069568210448,0.176784343843302,0.559726107597097,0.821644669105359
"ENSMUSG00000001120",379.639847889372,-0.0232751210793079,0.0662503720504719,0.570966508333636,0.825932731190481
"ENSMUSG00000001123",46.4629379685604,0.118718672309577,0.262341788389493,0.19995951913884,0.497206208545257
"ENSMUSG00000001127",1255.09274290432,-0.0559265768678683,0.0668956527247847,0.176386532076472,0.463993785422138
"ENSMUSG00000001128",207.984844740419,-0.0245166738497741,0.0996238150970366,0.662990641949999,0.869630758659954
"ENSMUSG00000001131",280.631617723766,0.353510989963398,0.159252715421277,0.00138873445743336,0.013905729042711
"ENSMUSG00000001134",430.311856099221,0.0369318631535719,0.0850238183027553,0.461787315711357,0.752640729168869
"ENSMUSG00000001138",757.901153787215,-0.00391162278542998,0.116684975583059,0.949299417245903,0.996134392073037
"ENSMUSG00000001143",583.465860736941,0.183284353685583,0.10628413894933,0.0116676082511846,0.0741613393237867
"ENSMUSG00000001150",4549.57915579053,-0.0233764385223119,0.0848398948092055,0.641514801536409,0.857533312059204
"ENSMUSG00000001151",3655.242103378,-0.038642073139495,0.106057381489169,0.510850158158138,0.787563332690767
"ENSMUSG00000001155",1.96381627253082,-0.0428348329581694,0.394374912914383,0.586586103371164,0.832880787745345
"ENSMUSG00000001156",120.174509130534,-0.0419380034955695,0.119614503931196,0.506820780935296,0.785076330653154
"ENSMUSG00000001157",767.393668190355,-0.0810075492746274,0.0753852252993033,0.086751454187184,0.300785278216707
"ENSMUSG00000001158",1642.84890794641,0.00536216763774481,0.0856118708778736,0.915711019894182,0.982667953576284
"ENSMUSG00000001166",58.0008478698604,-0.0504640152914778,0.152705222954337,0.47644732092923,0.763757977266377
"ENSMUSG00000001168",0.515923195236438,0,0.528721102856537,1,NA
"ENSMUSG00000001173",892.592729595891,-0.00298886341498583,0.0648798777070519,0.941541952061794,0.993217507886235
"ENSMUSG00000001175",8271.30716297093,-0.0091959861812937,0.0541429037580874,0.791849410697664,0.934444075054321
"ENSMUSG00000001211",1585.37788195732,0.166318513365057,0.141434671555584,0.0415248987050047,0.185766300712608
"ENSMUSG00000001225",0.148729500901419,0.0169127082745372,0.572004116109853,0.72862835712468,NA
"ENSMUSG00000001227",87.7328195867043,0.00586762376530404,0.122382645536796,0.925776108879755,0.986475759262799
"ENSMUSG00000001228",12665.83291058,-0.0382829188080067,0.0609557386933265,0.312278274130223,0.624781468546933
"ENSMUSG00000001229",1056.20855420629,-0.0294136737016255,0.125168229810809,0.646646193565164,0.860377587340656
"ENSMUSG00000001240",80.1357793660745,0.0720090686392778,0.144549683265687,0.312537288868322,0.624781468546933
"ENSMUSG00000001247",1638.47857239763,0.0332248202711192,0.0815304521150184,0.494023957847853,0.775905701372976
"ENSMUSG00000001248",1543.32070727987,-0.180431610839032,0.125624765479919,0.0220981308491763,0.118032417699872
"ENSMUSG00000001249",307.014715203138,-0.0356065693623834,0.0881738254175327,0.490295788651895,0.773228306305386
"ENSMUSG00000001260",0.827825101774807,0.0671556070214321,0.455219727369806,0.404272309039308,NA
"ENSMUSG00000001270",6577.00487869487,1.10382153959744,0.15340455029831,5.7398598112641e-14,4.3583043648e-12
"ENSMUSG00000001280",5035.61303006881,-0.0513158318320824,0.0746520513392624,0.256007115958694,0.566788280878958
"ENSMUSG00000001281",127.366893720555,0.0342124939774407,0.143791884032724,0.616087531571748,0.844785828356407
"ENSMUSG00000001285",1059.4934404953,-0.210567745979307,0.104455153179494,0.00529347664234193,0.0405537637897532
"ENSMUSG00000001288",1982.85894247371,-0.0717339596578331,0.132964298156635,0.295581390173689,0.608922556262078
"ENSMUSG00000001289",2263.14160593505,0.215415757893644,0.107607758619001,0.00532007044297297,0.0407099242535044
"ENSMUSG00000001300",1064.24421382401,-0.510092081493739,0.173267576634686,8.67754520988125e-05,0.00134055462763177
"ENSMUSG00000001305",2357.20186890817,0.043997756614403,0.0828729817839315,0.370824852879323,0.677691809007041
"ENSMUSG00000001313",522.958028952169,-0.0668985131550157,0.0971195049986604,0.233167836065332,0.539658545846866
"ENSMUSG00000001323",117.565888949439,-0.096257846697799,0.128425222770766,0.165708776834766,0.447512379133414
"ENSMUSG00000001333",20.8875035047094,0.155290948929816,0.312064283383538,0.135173424359172,0.398369633365424
"ENSMUSG00000001334",61.7383944779665,0.519533464964502,0.241059245028464,0.000724834191411039,0.00815013676860462
"ENSMUSG00000001348",209.835545362269,-0.426476266241002,0.152169002878167,0.000203814441568727,0.00277193278553982
"ENSMUSG00000001349",772.476178673995,-0.0509508356746163,0.155044832224799,0.474765417234611,0.762714623938685
"ENSMUSG00000001366",398.826404003745,0.00291759661389646,0.0700639631301035,0.946420706693993,0.995362951829761
"ENSMUSG00000001376",1060.33511333316,-0.0919703310689536,0.0824111101458634,0.0744906969970157,0.273053876447961
"ENSMUSG00000001380",3844.95146637511,0.0381768885570724,0.0610122263647781,0.31402046185484,0.625983925312704
"ENSMUSG00000001383",3408.9681935383,0.0415885932003874,0.0902362897331921,0.428561131195065,0.724307353315126
"ENSMUSG00000001403",4980.81692711935,0.0369016702234229,0.0717269057084107,0.397923190005189,0.699459908351989
"ENSMUSG00000001415",4960.18871643061,-0.0522665225265853,0.0846256153517929,0.296552858906995,0.609795718007887
"ENSMUSG00000001416",16780.8798356362,-0.0620611676432348,0.0626315383308844,0.116692682014301,0.363228598368668
"ENSMUSG00000001418",1033.437875708,0.121306196649091,0.107786029792285,0.0624017575521971,0.244593540635596
"ENSMUSG00000001419",790.822970274242,-0.0548512248583024,0.12768125157639,0.406121273847199,0.70580856614456
"ENSMUSG00000001420",185.997962862673,0.035791578650277,0.0997898020077531,0.525843019653777,0.798550488379241
"ENSMUSG00000001424",3528.68592841062,0.0153860617671745,0.0723793574674835,0.7290732140074,0.903861427641021
"ENSMUSG00000001435",7355.3448582796,-0.22071754715908,0.201335362082506,0.0316279272157063,0.153276199266653
"ENSMUSG00000001436",486.295517616054,-0.00595853759374858,0.0756721222586677,0.897259712332003,0.976945347672838
"ENSMUSG00000001440",22800.510497775,-0.0595744833518031,0.104094687719946,0.309623421014407,0.622157371785974
"ENSMUSG00000001441",2702.80707789589,0.0241071914603914,0.0832215258556804,0.626042847396533,0.850894558736796
"ENSMUSG00000001444",11.7870446439203,0.00578343122641148,0.218811346589941,0.938641187020903,0.99189197551283
"ENSMUSG00000001445",1616.19062738049,-0.0291365598800905,0.0559815875246127,0.408824771427782,0.708240658465359
"ENSMUSG00000001467",5992.88558153408,0.0764537111784896,0.113761820787851,0.225489305533979,0.530588441879803
"ENSMUSG00000001472",7721.93452222049,-0.313239208139173,0.163411341633371,0.00346735089125158,0.0290784318240314
"ENSMUSG00000001473",4304.60008778885,-0.0444575262338362,0.0865269805589805,0.382210751821442,0.686624600090874
"ENSMUSG00000001482",2185.87135191317,-0.205086698287896,0.129792184653282,0.0140120125648264,0.0845019011827101
"ENSMUSG00000001493",1.39058808632307,0.0558044425280689,0.375043287610611,0.499314375063019,NA
"ENSMUSG00000001494",0.770564143514626,-0.00107627951735906,0.397373591003328,0.98837269103605,NA
"ENSMUSG00000001496",0.42160016418505,0.012867514008253,0.568701537380561,0.792037682137333,NA
"ENSMUSG00000001497",2.8450170785846,0.135437354175934,0.398642435508419,0.188078028276248,0.480173255197937
"ENSMUSG00000001504",124.63596391194,-0.0364204301573185,0.166099856213142,0.61111199992076,0.842408729630963
