"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000000759",2240.567013828,-0.218101471608413,0.131939661427141,0.0175038628842747,0.0916692687260793
"ENSMUSG00000000766",2.72189285291413,0.0576140573712227,0.325412335672108,0.502858597376443,0.747789138966275
"ENSMUSG00000000776",1753.10275646762,-0.125160083671235,0.135471831842727,0.148155298957168,0.38279811114401
"ENSMUSG00000000782",1053.24977080485,0.236425379033953,0.134250976991386,0.0118784208213093,0.0689030337251669
"ENSMUSG00000000787",28940.045468199,0.0264930951044378,0.0945661847435086,0.700398176952238,0.865980700949573
"ENSMUSG00000000791",53.299812959116,0.0507916629309939,0.176328198851872,0.561062593693845,0.788233195046485
"ENSMUSG00000000792",869.219887810124,-0.720021674556694,0.325265590443897,0.000432397943516443,0.00501938213900128
"ENSMUSG00000000794",12.4385926423679,0.113039147942387,0.291993332750888,0.2642924406088,0.536607391130637
"ENSMUSG00000000804",1156.50901539506,0.181227358755492,0.0925582468076012,0.0121573194197511,0.0699356644338856
"ENSMUSG00000000805",2313.72360741011,0.167041513777606,0.18863783614737,0.100667922631495,0.302257459304487
"ENSMUSG00000000811",309.741761555083,0.187747757126208,0.139494356228716,0.0416695475705269,0.16890210192153
"ENSMUSG00000000817",0.579025158085492,0.00145806391882508,0.412578526010138,0.981095169559695,NA
"ENSMUSG00000000823",1157.09088531145,-0.243271725070776,0.173011963925245,0.0223543991669854,0.109519894967937
"ENSMUSG00000000826",2263.22786282062,0.0830161629196897,0.072671767810648,0.153468605496281,0.390865591887808
"ENSMUSG00000000827",2595.61731405439,0.189773050807973,0.0966608709452951,0.0111790001043832,0.0661201610269491
"ENSMUSG00000000838",3276.4999615438,-0.0439701061101243,0.0632090982779975,0.400790916470516,0.66899037981993
"ENSMUSG00000000861",308.867729176293,-0.646459481691336,0.313695780402173,0.000706814602473266,0.00753579796809165
"ENSMUSG00000000869",0,0,0.574373177596317,NA,NA
"ENSMUSG00000000876",191.160338983894,0.104938005773748,0.137821052308705,0.221734737693308,0.486693069044045
"ENSMUSG00000000881",1141.70929699937,-0.108499211301317,0.0818070981730776,0.0887234349949813,0.278753042074321
"ENSMUSG00000000884",249.409661344028,0.245928183038464,0.147384256029445,0.0132395367533776,0.0744499377963531
"ENSMUSG00000000889",0.0364330357729237,0,0.518550835612458,1,NA
"ENSMUSG00000000901",416.57617912947,0.0141059697061815,0.113047081533031,0.852090174058987,0.942961148386686
"ENSMUSG00000000902",1916.36571266954,-0.03170671328334,0.0908881724133975,0.637290376961112,0.83198647144293
"ENSMUSG00000000903",4.05354432447754,0.0640605492034041,0.297971766773201,0.478347862265648,0.730943013833592
"ENSMUSG00000000915",787.893519842106,-0.0584929042753228,0.110932869953707,0.439795865142824,0.700687958697726
"ENSMUSG00000000916",676.305956589686,-0.0151421012791152,0.0833794909469181,0.811910411467087,0.92476217533322
"ENSMUSG00000000934",374.271330144999,0.101427746438459,0.122290569555356,0.211359167120333,0.472480871519829
"ENSMUSG00000000938",2.7733504464318,-0.0259568785612156,0.377651517736976,0.711313643636479,0.871992570670756
"ENSMUSG00000000942",2.09205961095918,0.116870443271444,0.378700220525659,0.228623507255181,NA
"ENSMUSG00000000948",1215.32156562631,0.29932172916744,0.209299530803488,0.013387475474958,0.0750162977598838
"ENSMUSG00000000957",773.363605257367,-1.53191427224897,0.350974968407229,3.37595014290719e-07,9.36370367344531e-06
"ENSMUSG00000000958",2839.04186532821,-0.652869559775744,0.191120519784275,9.89347452755022e-06,0.000192255534738517
"ENSMUSG00000000959",2100.75788626871,-0.0773522769836272,0.0965104256595062,0.271476597945353,0.544534018213106
"ENSMUSG00000000976",947.983665185649,-0.0127619967845855,0.0764896024234825,0.831766643305482,0.934515224385732
"ENSMUSG00000000982",0.0365828455173597,0.00554356005421511,0.519350555309508,0.890847771202374,NA
"ENSMUSG00000000983",0,0,0.574373177596317,NA,NA
"ENSMUSG00000001014",27.2673731753176,0.115234853897587,0.200922396463126,0.233648837039048,0.500623556308349
"ENSMUSG00000001016",5083.6597064235,-0.0525383222065337,0.0574036433232183,0.279711047125868,0.552266358504446
"ENSMUSG00000001017",5449.63483250306,0.14271455220292,0.0643129809088625,0.00871565266240333,0.0543682796138527
"ENSMUSG00000001018",654.256438778818,0.331427484996206,0.145925480751764,0.00165111554414678,0.0148889188737281
"ENSMUSG00000001020",2.21445004765882,0,0.392968650524295,1,NA
"ENSMUSG00000001021",6.27010651359659,0,0.356106429675574,1,1
"ENSMUSG00000001023",0,0,0.574373177596317,NA,NA
"ENSMUSG00000001025",268.059747303112,0.0180251594012196,0.20025066457952,0.834636576197073,0.935438660271071
"ENSMUSG00000001027",2.33712637983467,0.121248425666243,0.372892536599145,0.221349554875964,NA
"ENSMUSG00000001029",1.85760395420034,0.0279090244414394,0.383731095181407,0.687625735216494,NA
"ENSMUSG00000001034",1268.11737937872,0.0967723346309764,0.114595273277005,0.216352025204107,0.479398590501138
"ENSMUSG00000001036",1817.5080353349,-0.0829908064655876,0.0768417473911955,0.170343486549034,0.416155053708092
"ENSMUSG00000001039",396.507377808769,-0.09427872934647,0.0888960655799879,0.159934183892872,0.400686732494392
"ENSMUSG00000001052",1186.95777617607,-0.15269970545443,0.146401952976898,0.0953545318762,0.292022511994541
"ENSMUSG00000001053",658.103737641344,-0.0877536221935642,0.116836491711579,0.264943053899758,0.53719862539375
"ENSMUSG00000001054",572.090266655907,-0.0601359978169121,0.120185814063189,0.445306923239974,0.705977836508361
"ENSMUSG00000001056",7292.60998375262,0.123106395398251,0.108913742802333,0.110543505922517,0.320062401792368
"ENSMUSG00000001062",173.485551809994,-0.0051350234473332,0.13178063523034,0.949061669444161,0.982031298084679
"ENSMUSG00000001065",482.908323426916,-0.315913218287646,0.194375301474959,0.00802742655062735,0.0511282433460104
"ENSMUSG00000001076",6.57560583697436,0.177305569166738,0.338356162575563,0.128625069015367,0.351740021609517
"ENSMUSG00000001082",1644.38228429924,0.265815404114875,0.103038079220687,0.00123622104885401,0.0118541659226881
"ENSMUSG00000001089",2799.03079938523,-0.117980610750468,0.092631424364478,0.0900207647000279,0.281276157593285
"ENSMUSG00000001095",2.8170655866587,-0.0293140413178279,0.400217941735056,0.661341661244931,0.844870398627002
"ENSMUSG00000001098",1395.90828714282,0.0787845875614286,0.064111303547235,0.136903023681545,0.36520883577404
"ENSMUSG00000001100",2301.86099750385,0.0651658263317682,0.0689701097331229,0.243266875942635,0.511628029136633
"ENSMUSG00000001103",0.754680024166467,-0.0127327741250992,0.407432143027701,0.839998822269756,NA
"ENSMUSG00000001105",398.737762163459,0.304452366949894,0.131046904374153,0.00180472726979792,0.0160165344246544
"ENSMUSG00000001119",19.9155923660526,0.099556642362917,0.241099631262593,0.306041884878755,0.580924856303983
"ENSMUSG00000001120",379.639847889372,0.016210784466623,0.0791447458147266,0.792025368960988,0.914334614866038
"ENSMUSG00000001123",46.4629379685604,0.951440312626504,0.522250221950177,0.000773217049469298,0.00808548360616194
"ENSMUSG00000001127",1255.09274290432,-0.117980211060749,0.0734558895139923,0.0465947516270633,0.182202205182914
"ENSMUSG00000001128",207.984844740419,-0.168435884116824,0.157907132928748,0.0786862765961091,0.258544632889475
"ENSMUSG00000001131",280.631617723766,-0.181627242608398,0.139110918875618,0.047388005814941,0.184270692582741
"ENSMUSG00000001134",430.311856099221,0.0869757168960386,0.100942051713547,0.230380221747747,0.496786497755263
"ENSMUSG00000001138",757.901153787215,-0.0213636932804693,0.134470341855539,0.792249709267282,0.914391759871629
"ENSMUSG00000001143",583.465860736941,0.034249472722644,0.0816715139964916,0.585485051661987,0.803535028065692
"ENSMUSG00000001150",4549.57915579053,0.0970241031321914,0.109533217934845,0.203907508781771,0.462133942272893
"ENSMUSG00000001151",3655.242103378,-0.079951551666594,0.125113343315566,0.323806860332323,0.598596797761354
"ENSMUSG00000001155",1.96381627253082,0.0200391717427452,0.306308388192158,0.807670190096266,NA
"ENSMUSG00000001156",120.174509130534,0.056784616037359,0.135957000270025,0.49213815580174,0.74107444367857
"ENSMUSG00000001157",767.393668190355,-0.00119800252737065,0.0631769342946635,0.981762852916128,0.993054324247992
"ENSMUSG00000001158",1642.84890794641,-0.195898315029037,0.134984132522821,0.0318540745964021,0.140793954965491
"ENSMUSG00000001166",58.0008478698604,0.089463752538294,0.155078326052255,0.311181054947518,0.585935321550656
"ENSMUSG00000001168",0.515923195236438,-0.0202210810718104,0.495230066373291,0.681599871104194,NA
"ENSMUSG00000001173",892.592729595891,-0.0730829911872545,0.0886867288990645,0.272460084701926,0.545473569177866
"ENSMUSG00000001175",8271.30716297093,-0.0464879461453095,0.0699408472678245,0.40966721484241,0.6770885162773
"ENSMUSG00000001211",1585.37788195732,0.0895509215543177,0.116279124358336,0.254534886159547,0.52632590680762
"ENSMUSG00000001225",0.148729500901419,0,0.518550835612458,1,NA
"ENSMUSG00000001227",87.7328195867043,0.0540178867577671,0.146426706311054,0.522339492811108,0.76317779956949
"ENSMUSG00000001228",12665.83291058,0.0837149296863971,0.0697776364593669,0.138205369348121,0.367468830285121
"ENSMUSG00000001229",1056.20855420629,-0.0740257981737557,0.149478782420052,0.390593212332328,0.660681313814655
"ENSMUSG00000001240",80.1357793660745,1.03819390761669,0.206674057125939,3.53860325472679e-08,1.21106631678378e-06
"ENSMUSG00000001247",1638.47857239763,-0.0549129615724731,0.0949051371321771,0.427836950047945,0.691232797589963
"ENSMUSG00000001248",1543.32070727987,-0.378309447298019,0.126723209097312,0.000155369230653959,0.00210954675495472
"ENSMUSG00000001249",307.014715203138,0.15405061153318,0.112731555518255,0.0548425195789944,0.204032582110533
"ENSMUSG00000001260",0.827825101774807,0.0482302049895039,0.392247925434918,0.508120343741658,NA
"ENSMUSG00000001270",6577.00487869487,0.0683330345770661,0.114785211165942,0.376866536915543,0.647751394036245
"ENSMUSG00000001280",5035.61303006881,0.13060943762161,0.0867465122623662,0.0513920446567083,0.194691285232677
"ENSMUSG00000001281",127.366893720555,0.688590262139808,0.334989671509335,0.00067648331606352,0.00728988211086426
"ENSMUSG00000001285",1059.4934404953,-0.380148293510511,0.102568533510841,1.29437956973472e-05,0.000243340806093224
"ENSMUSG00000001288",1982.85894247371,0.137700549946119,0.155327460709458,0.136597176699399,0.36465109017592
"ENSMUSG00000001289",2263.14160593505,0.100912551286236,0.0899590341237037,0.136507441550558,0.364556303809106
"ENSMUSG00000001300",1064.24421382401,-1.0306113702454,0.161355922261913,1.95167849406635e-11,1.10400139858715e-09
"ENSMUSG00000001305",2357.20186890817,0.0259326032988647,0.0874608102552952,0.692747263629599,0.862273751805799
"ENSMUSG00000001313",522.958028952169,0.103845542386836,0.100104044337161,0.152828277584696,0.390060979461383
"ENSMUSG00000001323",117.565888949439,0.0565242854337375,0.124764097716388,0.479675898246266,0.731641994580618
"ENSMUSG00000001333",20.8875035047094,-0.0830261303415588,0.221034114272549,0.375487161215352,0.64648769456722
"ENSMUSG00000001334",61.7383944779665,0.24533988212511,0.199499822343872,0.02965004495816,0.134096988620974
"ENSMUSG00000001348",209.835545362269,-0.0339685199996324,0.0952609688656799,0.623519462238769,0.823910905041761
"ENSMUSG00000001349",772.476178673995,-0.408111723850221,0.321655255242354,0.00975240095701235,0.0591881628282479
"ENSMUSG00000001366",398.826404003745,0.066389953616915,0.0911895159044013,0.326796585977867,0.601731219790987
"ENSMUSG00000001376",1060.33511333316,-0.0856690280557369,0.0746607865094855,0.148794134718065,0.383564920910137
"ENSMUSG00000001380",3844.95146637511,0.0488155828114768,0.0664899909859586,0.368966471470526,0.641635453899165
"ENSMUSG00000001383",3408.9681935383,-0.00552421482313412,0.0956837344805675,0.93642268213972,0.977481920791098
"ENSMUSG00000001403",4980.81692711935,-0.13937378885713,0.0924078366944441,0.0473240937224919,0.184147621684397
"ENSMUSG00000001415",4960.18871643061,-0.0985986563245952,0.0955877506771102,0.161491629492275,0.402788817612355
"ENSMUSG00000001416",16780.8798356362,0.0665403597392614,0.0596711158203281,0.183986225245406,0.434397995027642
"ENSMUSG00000001418",1033.437875708,0.145115409889512,0.103971163779883,0.0562240434240004,0.207793512949151
"ENSMUSG00000001419",790.822970274242,-0.052841483328396,0.136414427508542,0.522225480854039,0.76317779956949
"ENSMUSG00000001420",185.997962862673,0.102935498070387,0.127730658608588,0.214618773074946,0.477116929577574
"ENSMUSG00000001424",3528.68592841062,-0.199895153945309,0.111543274728973,0.0152362714229382,0.0828198010081184
"ENSMUSG00000001435",7355.3448582796,-0.0382449832630361,0.13343038903156,0.638369878092787,0.832825416512647
"ENSMUSG00000001436",486.295517616054,0.0142719531559434,0.0913101681792192,0.832237575434924,0.934695178670163
"ENSMUSG00000001440",22800.510497775,0.0355570369814426,0.104668287840253,0.626228516256755,0.825376186485552
"ENSMUSG00000001441",2702.80707789589,0.0629282208037455,0.101376952623785,0.383133271053741,0.653764579401262
"ENSMUSG00000001444",11.7870446439203,0.0928529076415105,0.246529819019734,0.335349611180877,0.610057983379972
"ENSMUSG00000001445",1616.19062738049,-0.266792758380733,0.0765166419228887,6.64861078490388e-05,0.00101070548159986
"ENSMUSG00000001467",5992.88558153408,0.301753946500809,0.154208743416363,0.00443116450846038,0.0321061531831168
"ENSMUSG00000001472",7721.93452222049,-0.117172634182947,0.123721044034736,0.155128499636021,0.393578061772095
"ENSMUSG00000001473",4304.60008778885,-0.246751057558638,0.122410550933061,0.00614839009826438,0.041299069923613
"ENSMUSG00000001482",2185.87135191317,-0.131990417975221,0.10971587480043,0.0900981789606927,0.281379683081207
"ENSMUSG00000001493",1.39058808632307,-0.0891894171582398,0.42903895534963,0.274166491885283,NA
"ENSMUSG00000001494",0.770564143514626,-0.0395036323627647,0.375872959455022,0.589854463005144,NA
"ENSMUSG00000001496",0.42160016418505,-0.0055859718217725,0.519037525259704,0.890284871464783,NA
"ENSMUSG00000001497",2.8450170785846,0.276172796673323,0.685733529485798,0.0378498811503557,0.158752977859017
"ENSMUSG00000001504",124.63596391194,-0.160244550224432,0.239604098441866,0.135112980127639,0.362351614906087
"ENSMUSG00000001506",16.070644313413,0.0929406090433996,0.25234387766619,0.335998093703849,0.610652270023498
